GEO.id,GEO.id2,GEO.display-label,POPGROUP.id,POPGROUP.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03
0500000US27163,27163,"Washington County, Minnesota",004,Black or African American alone,9474,449,9474,(X)
0500000US27163,27163,"Washington County, Minnesota",006,"American Indian and Alaska Native alone (300, A01-Z99)",852,188,852,(X)
0500000US27163,27163,"Washington County, Minnesota",012,Asian alone (400-499),12751,443,12751,(X)
0500000US27163,27163,"Washington County, Minnesota",070,Some other race alone,1870,418,1870,(X)
0500000US27165,27165,"Watonwan County, Minnesota",002,White alone,10406,226,10406,(X)
0500000US27167,27167,"Wilkin County, Minnesota",002,White alone,6311,30,6311,(X)
0500000US27169,27169,"Winona County, Minnesota",002,White alone,48202,127,48202,(X)
0500000US27169,27169,"Winona County, Minnesota",004,Black or African American alone,733,79,733,(X)
0500000US27169,27169,"Winona County, Minnesota",012,Asian alone (400-499),1308,95,1308,(X)
0500000US27171,27171,"Wright County, Minnesota",002,White alone,121695,436,121695,(X)
0500000US27171,27171,"Wright County, Minnesota",004,Black or African American alone,1304,326,1304,(X)
0500000US27171,27171,"Wright County, Minnesota",012,Asian alone (400-499),1312,259,1312,(X)
0500000US27171,27171,"Wright County, Minnesota",070,Some other race alone,1311,413,1311,(X)
0500000US27173,27173,"Yellow Medicine County, Minnesota",002,White alone,9344,58,9344,(X)
0500000US27173,27173,"Yellow Medicine County, Minnesota",006,"American Indian and Alaska Native alone (300, A01-Z99)",322,83,322,(X)
0500000US28001,28001,"Adams County, Mississippi",002,White alone,12856,344,12856,(X)
0500000US28001,28001,"Adams County, Mississippi",004,Black or African American alone,17757,359,17757,(X)
0500000US28001,28001,"Adams County, Mississippi",070,Some other race alone,997,327,997,(X)
0500000US28003,28003,"Alcorn County, Mississippi",002,White alone,31563,240,31563,(X)
0500000US28003,28003,"Alcorn County, Mississippi",004,Black or African American alone,4281,228,4281,(X)
0500000US28005,28005,"Amite County, Mississippi",002,White alone,7395,62,7395,(X)
0500000US28005,28005,"Amite County, Mississippi",004,Black or African American alone,5416,63,5416,(X)
0500000US28007,28007,"Attala County, Mississippi",002,White alone,10649,74,10649,(X)
0500000US28007,28007,"Attala County, Mississippi",004,Black or African American alone,8194,200,8194,(X)
0500000US28009,28009,"Benton County, Mississippi",002,White alone,5166,76,5166,(X)
0500000US28009,28009,"Benton County, Mississippi",004,Black or African American alone,3078,69,3078,(X)
0500000US28011,28011,"Bolivar County, Mississippi",002,White alone,11197,163,11197,(X)
0500000US28011,28011,"Bolivar County, Mississippi",004,Black or African American alone,21648,72,21648,(X)
0500000US28013,28013,"Calhoun County, Mississippi",002,White alone,10103,133,10103,(X)
0500000US28013,28013,"Calhoun County, Mississippi",004,Black or African American alone,3991,158,3991,(X)
0500000US28013,28013,"Calhoun County, Mississippi",070,Some other race alone,376,138,376,(X)
0500000US28015,28015,"Carroll County, Mississippi",002,White alone,6702,41,6702,(X)
0500000US28015,28015,"Carroll County, Mississippi",004,Black or African American alone,3470,128,3470,(X)
0500000US28017,28017,"Chickasaw County, Mississippi",002,White alone,9522,166,9522,(X)
0500000US28017,28017,"Chickasaw County, Mississippi",004,Black or African American alone,7549,100,7549,(X)
0500000US28019,28019,"Choctaw County, Mississippi",002,White alone,5661,14,5661,(X)
0500000US28019,28019,"Choctaw County, Mississippi",004,Black or African American alone,2596,62,2596,(X)
0500000US28021,28021,"Claiborne County, Mississippi",002,White alone,1271,17,1271,(X)
0500000US28021,28021,"Claiborne County, Mississippi",004,Black or African American alone,7918,124,7918,(X)
0500000US28023,28023,"Clarke County, Mississippi",002,White alone,10502,111,10502,(X)
0500000US28023,28023,"Clarke County, Mississippi",004,Black or African American alone,5731,137,5731,(X)
0500000US28025,28025,"Clay County, Mississippi",002,White alone,8213,69,8213,(X)
0500000US28025,28025,"Clay County, Mississippi",004,Black or African American alone,11809,196,11809,(X)
0500000US28027,28027,"Coahoma County, Mississippi",002,White alone,5710,16,5710,(X)
0500000US28027,28027,"Coahoma County, Mississippi",004,Black or African American alone,19167,158,19167,(X)
0500000US28029,28029,"Copiah County, Mississippi",002,White alone,13316,175,13316,(X)
0500000US28029,28029,"Copiah County, Mississippi",004,Black or African American alone,14833,264,14833,(X)
0500000US28031,28031,"Covington County, Mississippi",002,White alone,12226,131,12226,(X)
0500000US28031,28031,"Covington County, Mississippi",004,Black or African American alone,6982,190,6982,(X)
0500000US28033,28033,"DeSoto County, Mississippi",002,White alone,120452,539,120452,(X)
0500000US28033,28033,"DeSoto County, Mississippi",004,Black or African American alone,40230,454,40230,(X)
0500000US28033,28033,"DeSoto County, Mississippi",012,Asian alone (400-499),2240,239,2240,(X)
0500000US28033,28033,"DeSoto County, Mississippi",070,Some other race alone,1726,440,1726,(X)
0500000US28035,28035,"Forrest County, Mississippi",002,White alone,45641,264,45641,(X)
0500000US28035,28035,"Forrest County, Mississippi",004,Black or African American alone,27910,329,27910,(X)
0500000US28037,28037,"Franklin County, Mississippi",002,White alone,4997,38,4997,(X)
0500000US28037,28037,"Franklin County, Mississippi",004,Black or African American alone,2816,61,2816,(X)
0500000US28039,28039,"George County, Mississippi",002,White alone,20627,190,20627,(X)
0500000US28039,28039,"George County, Mississippi",004,Black or African American alone,1832,242,1832,(X)
0500000US28041,28041,"Greene County, Mississippi",002,White alone,10179,36,10179,(X)
0500000US28041,28041,"Greene County, Mississippi",004,Black or African American alone,3647,155,3647,(X)
0500000US28043,28043,"Grenada County, Mississippi",002,White alone,11991,17,11991,(X)
0500000US28043,28043,"Grenada County, Mississippi",004,Black or African American alone,9417,157,9417,(X)
0500000US28045,28045,"Hancock County, Mississippi",002,White alone,39686,339,39686,(X)
0500000US28045,28045,"Hancock County, Mississippi",004,Black or African American alone,4172,254,4172,(X)
0500000US28047,28047,"Harrison County, Mississippi",002,White alone,136231,566,136231,(X)
0500000US28047,28047,"Harrison County, Mississippi",004,Black or African American alone,45678,635,45678,(X)
0500000US28047,28047,"Harrison County, Mississippi",006,"American Indian and Alaska Native alone (300, A01-Z99)",886,328,886,(X)
0500000US28047,28047,"Harrison County, Mississippi",012,Asian alone (400-499),5969,267,5969,(X)
0500000US28047,28047,"Harrison County, Mississippi",070,Some other race alone,2120,463,2120,(X)
0500000US28049,28049,"Hinds County, Mississippi",002,White alone,67125,440,67125,(X)
0500000US28049,28049,"Hinds County, Mississippi",004,Black or African American alone,172869,449,172869,(X)
0500000US28049,28049,"Hinds County, Mississippi",012,Asian alone (400-499),2018,128,2018,(X)
0500000US28049,28049,"Hinds County, Mississippi",070,Some other race alone,1742,514,1742,(X)
0500000US28051,28051,"Holmes County, Mississippi",002,White alone,3105,36,3105,(X)
0500000US28051,28051,"Holmes County, Mississippi",004,Black or African American alone,15498,143,15498,(X)
0500000US28053,28053,"Humphreys County, Mississippi",002,White alone,2031,58,2031,(X)
0500000US28053,28053,"Humphreys County, Mississippi",004,Black or African American alone,6774,50,6774,(X)
0500000US28055,28055,"Issaquena County, Mississippi",002,White alone,443,102,443,(X)
0500000US28055,28055,"Issaquena County, Mississippi",004,Black or African American alone,841,175,841,(X)
0500000US28057,28057,"Itawamba County, Mississippi",002,White alone,21508,141,21508,(X)
0500000US28057,28057,"Itawamba County, Mississippi",004,Black or African American alone,1531,118,1531,(X)
0500000US28059,28059,"Jackson County, Mississippi",002,White alone,101686,575,101686,(X)
0500000US28059,28059,"Jackson County, Mississippi",004,Black or African American alone,30704,526,30704,(X)
0500000US28059,28059,"Jackson County, Mississippi",012,Asian alone (400-499),3182,276,3182,(X)
0500000US28059,28059,"Jackson County, Mississippi",070,Some other race alone,1849,543,1849,(X)
0500000US28061,28061,"Jasper County, Mississippi",002,White alone,7674,83,7674,(X)
0500000US28061,28061,"Jasper County, Mississippi",004,Black or African American alone,8785,142,8785,(X)
0500000US28063,28063,"Jefferson County, Mississippi",002,White alone,1057,11,1057,(X)
0500000US28063,28063,"Jefferson County, Mississippi",004,Black or African American alone,6520,18,6520,(X)
0500000US28065,28065,"Jefferson Davis County, Mississippi",002,White alone,4586,19,4586,(X)
0500000US28065,28065,"Jefferson Davis County, Mississippi",004,Black or African American alone,7312,43,7312,(X)
0500000US28067,28067,"Jones County, Mississippi",002,White alone,47154,275,47154,(X)
0500000US28067,28067,"Jones County, Mississippi",004,Black or African American alone,19711,148,19711,(X)
0500000US28069,28069,"Kemper County, Mississippi",002,White alone,3761,164,3761,(X)
0500000US28069,28069,"Kemper County, Mississippi",004,Black or African American alone,6026,169,6026,(X)
0500000US28071,28071,"Lafayette County, Mississippi",002,White alone,36841,238,36841,(X)
0500000US28071,28071,"Lafayette County, Mississippi",004,Black or African American alone,12292,203,12292,(X)
0500000US28071,28071,"Lafayette County, Mississippi",012,Asian alone (400-499),989,158,989,(X)
0500000US28073,28073,"Lamar County, Mississippi",002,White alone,44635,272,44635,(X)
0500000US28073,28073,"Lamar County, Mississippi",004,Black or African American alone,11826,231,11826,(X)
0500000US28075,28075,"Lauderdale County, Mississippi",002,White alone,43482,314,43482,(X)
0500000US28075,28075,"Lauderdale County, Mississippi",004,Black or African American alone,33893,331,33893,(X)
0500000US28077,28077,"Lawrence County, Mississippi",002,White alone,8349,70,8349,(X)
0500000US28077,28077,"Lawrence County, Mississippi",004,Black or African American alone,4066,111,4066,(X)
0500000US28079,28079,"Leake County, Mississippi",002,White alone,12091,47,12091,(X)
0500000US28079,28079,"Leake County, Mississippi",004,Black or African American alone,9576,85,9576,(X)
0500000US28079,28079,"Leake County, Mississippi",006,"American Indian and Alaska Native alone (300, A01-Z99)",1338,46,1338,(X)
0500000US28081,28081,"Lee County, Mississippi",002,White alone,58614,280,58614,(X)
0500000US28081,28081,"Lee County, Mississippi",004,Black or African American alone,23782,467,23782,(X)
0500000US28083,28083,"Leflore County, Mississippi",002,White alone,8004,233,8004,(X)
0500000US28083,28083,"Leflore County, Mississippi",004,Black or African American alone,22748,218,22748,(X)
0500000US28085,28085,"Lincoln County, Mississippi",002,White alone,23722,29,23722,(X)
0500000US28085,28085,"Lincoln County, Mississippi",004,Black or African American alone,10706,286,10706,(X)
0500000US28087,28087,"Lowndes County, Mississippi",002,White alone,32116,191,32116,(X)
0500000US28087,28087,"Lowndes County, Mississippi",004,Black or African American alone,26168,123,26168,(X)
0500000US28089,28089,"Madison County, Mississippi",002,White alone,56847,303,56847,(X)
0500000US28089,28089,"Madison County, Mississippi",004,Black or African American alone,38315,171,38315,(X)
0500000US28089,28089,"Madison County, Mississippi",012,Asian alone (400-499),2323,86,2323,(X)
0500000US28089,28089,"Madison County, Mississippi",070,Some other race alone,1876,306,1876,(X)
0500000US28091,28091,"Marion County, Mississippi",002,White alone,17170,129,17170,(X)
0500000US28091,28091,"Marion County, Mississippi",004,Black or African American alone,8432,244,8432,(X)
0500000US28093,28093,"Marshall County, Mississippi",002,White alone,17902,197,17902,(X)
0500000US28093,28093,"Marshall County, Mississippi",004,Black or African American alone,17319,111,17319,(X)
0500000US28095,28095,"Monroe County, Mississippi",002,White alone,24635,41,24635,(X)
0500000US28095,28095,"Monroe County, Mississippi",004,Black or African American alone,11021,245,11021,(X)
0500000US28097,28097,"Montgomery County, Mississippi",002,White alone,5603,152,5603,(X)
0500000US28097,28097,"Montgomery County, Mississippi",004,Black or African American alone,4713,227,4713,(X)
0500000US28099,28099,"Neshoba County, Mississippi",002,White alone,17543,24,17543,(X)
0500000US28099,28099,"Neshoba County, Mississippi",004,Black or African American alone,6611,222,6611,(X)
0500000US28099,28099,"Neshoba County, Mississippi",006,"American Indian and Alaska Native alone (300, A01-Z99)",4633,265,4633,(X)
0500000US28101,28101,"Newton County, Mississippi",002,White alone,13699,86,13699,(X)
0500000US28101,28101,"Newton County, Mississippi",004,Black or African American alone,6576,127,6576,(X)
0500000US28101,28101,"Newton County, Mississippi",006,"American Indian and Alaska Native alone (300, A01-Z99)",1069,61,1069,(X)
0500000US28103,28103,"Noxubee County, Mississippi",002,White alone,3094,120,3094,(X)
0500000US28103,28103,"Noxubee County, Mississippi",004,Black or African American alone,8016,128,8016,(X)
0500000US28105,28105,"Oktibbeha County, Mississippi",002,White alone,28608,191,28608,(X)
0500000US28105,28105,"Oktibbeha County, Mississippi",004,Black or African American alone,18205,161,18205,(X)
0500000US28105,28105,"Oktibbeha County, Mississippi",012,Asian alone (400-499),1472,88,1472,(X)
0500000US28107,28107,"Panola County, Mississippi",002,White alone,16779,197,16779,(X)
0500000US28107,28107,"Panola County, Mississippi",004,Black or African American alone,17247,194,17247,(X)
0500000US28109,28109,"Pearl River County, Mississippi",002,White alone,46411,277,46411,(X)
0500000US28109,28109,"Pearl River County, Mississippi",004,Black or African American alone,7483,120,7483,(X)
0500000US28111,28111,"Perry County, Mississippi",002,White alone,9441,47,9441,(X)
0500000US28111,28111,"Perry County, Mississippi",004,Black or African American alone,2598,88,2598,(X)
0500000US28113,28113,"Pike County, Mississippi",002,White alone,18282,183,18282,(X)
0500000US28113,28113,"Pike County, Mississippi",004,Black or African American alone,21028,100,21028,(X)
0500000US28115,28115,"Pontotoc County, Mississippi",002,White alone,24275,364,24275,(X)
0500000US28115,28115,"Pontotoc County, Mississippi",004,Black or African American alone,4631,83,4631,(X)
0500000US28117,28117,"Prentiss County, Mississippi",002,White alone,21309,66,21309,(X)
0500000US28117,28117,"Prentiss County, Mississippi",004,Black or African American alone,3603,150,3603,(X)
0500000US28119,28119,"Quitman County, Mississippi",002,White alone,2246,29,2246,(X)
0500000US28119,28119,"Quitman County, Mississippi",004,Black or African American alone,5452,38,5452,(X)
0500000US28121,28121,"Rankin County, Mississippi",002,White alone,113170,403,113170,(X)
0500000US28121,28121,"Rankin County, Mississippi",004,Black or African American alone,28896,429,28896,(X)
0500000US28121,28121,"Rankin County, Mississippi",012,Asian alone (400-499),1796,97,1796,(X)
0500000US28123,28123,"Scott County, Mississippi",002,White alone,16920,219,16920,(X)
0500000US28123,28123,"Scott County, Mississippi",004,Black or African American alone,10562,347,10562,(X)
0500000US28125,28125,"Sharkey County, Mississippi",002,White alone,1342,102,1342,(X)
0500000US28125,28125,"Sharkey County, Mississippi",004,Black or African American alone,3438,177,3438,(X)
0500000US28127,28127,"Simpson County, Mississippi",002,White alone,17211,152,17211,(X)
0500000US28127,28127,"Simpson County, Mississippi",004,Black or African American alone,9782,127,9782,(X)
0500000US28129,28129,"Smith County, Mississippi",002,White alone,12172,35,12172,(X)
0500000US28129,28129,"Smith County, Mississippi",004,Black or African American alone,4026,63,4026,(X)
0500000US28131,28131,"Stone County, Mississippi",002,White alone,14147,9,14147,(X)
0500000US28131,28131,"Stone County, Mississippi",004,Black or African American alone,3450,261,3450,(X)
0500000US28133,28133,"Sunflower County, Mississippi",002,White alone,7197,62,7197,(X)
0500000US28133,28133,"Sunflower County, Mississippi",004,Black or African American alone,20386,73,20386,(X)
0500000US28135,28135,"Tallahatchie County, Mississippi",002,White alone,6299,195,6299,(X)
0500000US28135,28135,"Tallahatchie County, Mississippi",004,Black or African American alone,6751,318,6751,(X)
0500000US28135,28135,"Tallahatchie County, Mississippi",070,Some other race alone,1546,189,1546,(X)
0500000US28137,28137,"Tate County, Mississippi",002,White alone,19059,162,19059,(X)
0500000US28137,28137,"Tate County, Mississippi",004,Black or African American alone,8747,231,8747,(X)
0500000US28139,28139,"Tippah County, Mississippi",002,White alone,17919,182,17919,(X)
0500000US28139,28139,"Tippah County, Mississippi",004,Black or African American alone,3529,222,3529,(X)
0500000US28141,28141,"Tishomingo County, Mississippi",002,White alone,18471,160,18471,(X)
0500000US28141,28141,"Tishomingo County, Mississippi",004,Black or African American alone,508,116,508,(X)
0500000US28143,28143,"Tunica County, Mississippi",002,White alone,2209,34,2209,(X)
0500000US28143,28143,"Tunica County, Mississippi",004,Black or African American alone,7914,161,7914,(X)
0500000US28145,28145,"Union County, Mississippi",002,White alone,22763,261,22763,(X)
0500000US28145,28145,"Union County, Mississippi",004,Black or African American alone,3986,338,3986,(X)
0500000US28147,28147,"Walthall County, Mississippi",002,White alone,7967,39,7967,(X)
0500000US28147,28147,"Walthall County, Mississippi",004,Black or African American alone,6768,121,6768,(X)
0500000US28149,28149,"Warren County, Mississippi",002,White alone,23804,230,23804,(X)
0500000US28149,28149,"Warren County, Mississippi",004,Black or African American alone,23025,151,23025,(X)
0500000US28151,28151,"Washington County, Mississippi",002,White alone,13446,122,13446,(X)
0500000US28151,28151,"Washington County, Mississippi",004,Black or African American alone,35225,94,35225,(X)
0500000US28153,28153,"Wayne County, Mississippi",002,White alone,12154,103,12154,(X)
0500000US28153,28153,"Wayne County, Mississippi",004,Black or African American alone,8015,161,8015,(X)
0500000US28155,28155,"Webster County, Mississippi",002,White alone,7880,21,7880,(X)
0500000US28155,28155,"Webster County, Mississippi",004,Black or African American alone,1964,77,1964,(X)
0500000US28157,28157,"Wilkinson County, Mississippi",002,White alone,2698,16,2698,(X)
0500000US28157,28157,"Wilkinson County, Mississippi",004,Black or African American alone,6603,59,6603,(X)
0500000US28159,28159,"Winston County, Mississippi",002,White alone,9602,64,9602,(X)
0500000US28159,28159,"Winston County, Mississippi",004,Black or African American alone,8919,110,8919,(X)
0500000US28161,28161,"Yalobusha County, Mississippi",002,White alone,7330,60,7330,(X)
0500000US28161,28161,"Yalobusha County, Mississippi",004,Black or African American alone,4909,87,4909,(X)
0500000US28163,28163,"Yazoo County, Mississippi",002,White alone,10730,173,10730,(X)
0500000US28163,28163,"Yazoo County, Mississippi",004,Black or African American alone,16054,760,16054,(X)
0500000US28163,28163,"Yazoo County, Mississippi",070,Some other race alone,678,692,678,(X)
0500000US29001,29001,"Adair County, Missouri",002,White alone,23906,82,23906,(X)
0500000US29003,29003,"Andrew County, Missouri",002,White alone,16724,101,16724,(X)
0500000US29005,29005,"Atchison County, Missouri",002,White alone,5325,10,5325,(X)
0500000US29007,29007,"Audrain County, Missouri",002,White alone,23082,243,23082,(X)
0500000US29007,29007,"Audrain County, Missouri",004,Black or African American alone,1693,165,1693,(X)
0500000US29009,29009,"Barry County, Missouri",002,White alone,33003,414,33003,(X)
0500000US29009,29009,"Barry County, Missouri",012,Asian alone (400-499),528,52,528,(X)
0500000US29009,29009,"Barry County, Missouri",070,Some other race alone,1145,424,1145,(X)
0500000US29011,29011,"Barton County, Missouri",002,White alone,11469,88,11469,(X)
0500000US29013,29013,"Bates County, Missouri",002,White alone,15888,55,15888,(X)
0500000US29015,29015,"Benton County, Missouri",002,White alone,18305,49,18305,(X)
0500000US29017,29017,"Bollinger County, Missouri",002,White alone,12088,17,12088,(X)
0500000US29019,29019,"Boone County, Missouri",002,White alone,140147,529,140147,(X)
0500000US29019,29019,"Boone County, Missouri",004,Black or African American alone,14421,673,14421,(X)
0500000US29019,29019,"Boone County, Missouri",012,Asian alone (400-499),6916,372,6916,(X)
0500000US29019,29019,"Boone County, Missouri",070,Some other race alone,1329,408,1329,(X)
0500000US29021,29021,"Buchanan County, Missouri",002,White alone,79539,440,79539,(X)
0500000US29021,29021,"Buchanan County, Missouri",004,Black or African American alone,4680,461,4680,(X)
0500000US29021,29021,"Buchanan County, Missouri",012,Asian alone (400-499),777,160,777,(X)
0500000US29023,29023,"Butler County, Missouri",002,White alone,38957,119,38957,(X)
0500000US29023,29023,"Butler County, Missouri",004,Black or African American alone,2388,230,2388,(X)
0500000US29025,29025,"Caldwell County, Missouri",002,White alone,8776,39,8776,(X)
0500000US29027,29027,"Callaway County, Missouri",002,White alone,40893,144,40893,(X)
0500000US29027,29027,"Callaway County, Missouri",004,Black or African American alone,1638,130,1638,(X)
0500000US29029,29029,"Camden County, Missouri",002,White alone,42376,198,42376,(X)
0500000US29031,29031,"Cape Girardeau County, Missouri",002,White alone,68536,191,68536,(X)
0500000US29031,29031,"Cape Girardeau County, Missouri",004,Black or African American alone,5934,210,5934,(X)
0500000US29031,29031,"Cape Girardeau County, Missouri",012,Asian alone (400-499),1019,140,1019,(X)
0500000US29033,29033,"Carroll County, Missouri",002,White alone,8693,51,8693,(X)
0500000US29035,29035,"Carter County, Missouri",002,White alone,6023,52,6023,(X)
0500000US29037,29037,"Cass County, Missouri",002,White alone,92918,325,92918,(X)
0500000US29037,29037,"Cass County, Missouri",004,Black or African American alone,3663,348,3663,(X)
0500000US29037,29037,"Cass County, Missouri",012,Asian alone (400-499),732,125,732,(X)
0500000US29039,29039,"Cedar County, Missouri",002,White alone,13399,161,13399,(X)
0500000US29041,29041,"Chariton County, Missouri",002,White alone,7368,17,7368,(X)
0500000US29043,29043,"Christian County, Missouri",002,White alone,77373,272,77373,(X)
0500000US29045,29045,"Clark County, Missouri",002,White alone,6760,21,6760,(X)
0500000US29047,29047,"Clay County, Missouri",002,White alone,199863,777,199863,(X)
0500000US29047,29047,"Clay County, Missouri",004,Black or African American alone,12442,621,12442,(X)
0500000US29047,29047,"Clay County, Missouri",006,"American Indian and Alaska Native alone (300, A01-Z99)",973,206,973,(X)
0500000US29047,29047,"Clay County, Missouri",012,Asian alone (400-499),4939,325,4939,(X)
0500000US29047,29047,"Clay County, Missouri",070,Some other race alone,3326,572,3326,(X)
0500000US29049,29049,"Clinton County, Missouri",002,White alone,19521,90,19521,(X)
0500000US29051,29051,"Cole County, Missouri",002,White alone,63664,397,63664,(X)
0500000US29051,29051,"Cole County, Missouri",004,Black or African American alone,8895,246,8895,(X)
0500000US29051,29051,"Cole County, Missouri",012,Asian alone (400-499),870,133,870,(X)
0500000US29051,29051,"Cole County, Missouri",070,Some other race alone,1339,400,1339,(X)
0500000US29053,29053,"Cooper County, Missouri",002,White alone,15714,58,15714,(X)
0500000US29053,29053,"Cooper County, Missouri",004,Black or African American alone,1070,79,1070,(X)
0500000US29055,29055,"Crawford County, Missouri",002,White alone,24081,6,24081,(X)
0500000US29057,29057,"Dade County, Missouri",002,White alone,7279,35,7279,(X)
0500000US29059,29059,"Dallas County, Missouri",002,White alone,15824,146,15824,(X)
0500000US29061,29061,"Daviess County, Missouri",002,White alone,8064,20,8064,(X)
0500000US29063,29063,"DeKalb County, Missouri",002,White alone,10929,157,10929,(X)
0500000US29063,29063,"DeKalb County, Missouri",004,Black or African American alone,1243,170,1243,(X)
0500000US29065,29065,"Dent County, Missouri",002,White alone,15061,17,15061,(X)
0500000US29067,29067,"Douglas County, Missouri",002,White alone,13297,139,13297,(X)
0500000US29069,29069,"Dunklin County, Missouri",002,White alone,27053,237,27053,(X)
0500000US29069,29069,"Dunklin County, Missouri",004,Black or African American alone,3081,172,3081,(X)
0500000US29069,29069,"Dunklin County, Missouri",070,Some other race alone,591,227,591,(X)
0500000US29071,29071,"Franklin County, Missouri",002,White alone,98010,266,98010,(X)
0500000US29071,29071,"Franklin County, Missouri",004,Black or African American alone,1053,190,1053,(X)
0500000US29073,29073,"Gasconade County, Missouri",002,White alone,14612,19,14612,(X)
0500000US29075,29075,"Gentry County, Missouri",002,White alone,6612,17,6612,(X)
0500000US29077,29077,"Greene County, Missouri",002,White alone,257825,473,257825,(X)
0500000US29077,29077,"Greene County, Missouri",004,Black or African American alone,8899,512,8899,(X)
0500000US29077,29077,"Greene County, Missouri",006,"American Indian and Alaska Native alone (300, A01-Z99)",1327,231,1327,(X)
0500000US29077,29077,"Greene County, Missouri",012,Asian alone (400-499),5012,389,5012,(X)
0500000US29077,29077,"Greene County, Missouri",070,Some other race alone,2061,465,2061,(X)
0500000US29079,29079,"Grundy County, Missouri",002,White alone,9830,78,9830,(X)
0500000US29081,29081,"Harrison County, Missouri",002,White alone,8494,56,8494,(X)
0500000US29083,29083,"Henry County, Missouri",002,White alone,21184,22,21184,(X)
0500000US29085,29085,"Hickory County, Missouri",002,White alone,9031,21,9031,(X)
0500000US29087,29087,"Holt County, Missouri",002,White alone,4474,9,4474,(X)
0500000US29089,29089,"Howard County, Missouri",002,White alone,9333,34,9333,(X)
0500000US29089,29089,"Howard County, Missouri",004,Black or African American alone,525,59,525,(X)
0500000US29091,29091,"Howell County, Missouri",002,White alone,38729,132,38729,(X)
0500000US29093,29093,"Iron County, Missouri",002,White alone,9811,26,9811,(X)
0500000US29095,29095,"Jackson County, Missouri",002,White alone,453254,1787,453254,(X)
0500000US29095,29095,"Jackson County, Missouri",004,Black or African American alone,161722,1042,161722,(X)
0500000US29095,29095,"Jackson County, Missouri",006,"American Indian and Alaska Native alone (300, A01-Z99)",3282,408,3282,(X)
0500000US29095,29095,"Jackson County, Missouri",012,Asian alone (400-499),11938,466,11938,(X)
0500000US29095,29095,"Jackson County, Missouri",050,Native Hawaiian and Other Pacific Islander alone (500-599),1569,194,1569,(X)
0500000US29095,29095,"Jackson County, Missouri",070,Some other race alone,28580,1780,28580,(X)
0500000US29097,29097,"Jasper County, Missouri",002,White alone,106870,489,106870,(X)
0500000US29097,29097,"Jasper County, Missouri",004,Black or African American alone,2621,271,2621,(X)
0500000US29097,29097,"Jasper County, Missouri",006,"American Indian and Alaska Native alone (300, A01-Z99)",1506,247,1506,(X)
0500000US29097,29097,"Jasper County, Missouri",012,Asian alone (400-499),1265,192,1265,(X)
0500000US29097,29097,"Jasper County, Missouri",070,Some other race alone,1050,453,1050,(X)
0500000US29099,29099,"Jefferson County, Missouri",002,White alone,213311,340,213311,(X)
0500000US29099,29099,"Jefferson County, Missouri",004,Black or African American alone,2168,304,2168,(X)
0500000US29099,29099,"Jefferson County, Missouri",012,Asian alone (400-499),1591,205,1591,(X)
0500000US29101,29101,"Johnson County, Missouri",002,White alone,48378,195,48378,(X)
0500000US29101,29101,"Johnson County, Missouri",004,Black or African American alone,2387,187,2387,(X)
0500000US29101,29101,"Johnson County, Missouri",012,Asian alone (400-499),777,157,777,(X)
0500000US29103,29103,"Knox County, Missouri",002,White alone,3898,9,3898,(X)
0500000US29105,29105,"Laclede County, Missouri",002,White alone,34006,155,34006,(X)
0500000US29107,29107,"Lafayette County, Missouri",002,White alone,31039,151,31039,(X)
0500000US29107,29107,"Lafayette County, Missouri",004,Black or African American alone,661,96,661,(X)
0500000US29109,29109,"Lawrence County, Missouri",002,White alone,36247,387,36247,(X)
0500000US29109,29109,"Lawrence County, Missouri",070,Some other race alone,782,389,782,(X)
0500000US29111,29111,"Lewis County, Missouri",002,White alone,9546,78,9546,(X)
0500000US29111,29111,"Lewis County, Missouri",004,Black or African American alone,305,61,305,(X)
0500000US29113,29113,"Lincoln County, Missouri",002,White alone,50974,238,50974,(X)
0500000US29113,29113,"Lincoln County, Missouri",004,Black or African American alone,1033,187,1033,(X)
0500000US29115,29115,"Linn County, Missouri",002,White alone,11902,52,11902,(X)
0500000US29117,29117,"Livingston County, Missouri",002,White alone,14204,74,14204,(X)
0500000US29117,29117,"Livingston County, Missouri",004,Black or African American alone,392,96,392,(X)
0500000US29119,29119,"McDonald County, Missouri",002,White alone,20359,124,20359,(X)
0500000US29119,29119,"McDonald County, Missouri",006,"American Indian and Alaska Native alone (300, A01-Z99)",558,136,558,(X)
0500000US29121,29121,"Macon County, Missouri",002,White alone,14657,53,14657,(X)
0500000US29123,29123,"Madison County, Missouri",002,White alone,11849,31,11849,(X)
0500000US29125,29125,"Maries County, Missouri",002,White alone,8732,27,8732,(X)
0500000US29127,29127,"Marion County, Missouri",002,White alone,26253,81,26253,(X)
0500000US29127,29127,"Marion County, Missouri",004,Black or African American alone,1622,197,1622,(X)
0500000US29129,29129,"Mercer County, Missouri",002,White alone,3613,15,3613,(X)
0500000US29131,29131,"Miller County, Missouri",002,White alone,24001,140,24001,(X)
0500000US29133,29133,"Mississippi County, Missouri",002,White alone,10485,54,10485,(X)
0500000US29133,29133,"Mississippi County, Missouri",004,Black or African American alone,3443,82,3443,(X)
0500000US29135,29135,"Moniteau County, Missouri",002,White alone,14694,179,14694,(X)
0500000US29135,29135,"Moniteau County, Missouri",004,Black or African American alone,616,64,616,(X)
